% Model:              NP_reactive_flow_Different_injection_TCE_in_Low_Permeable.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 15 2020, 02:04
% Table:              np_outflow_concentraion0 - np_outflow_concentraion (np_outflow_concentraion)
% Q_inject_design        t (s)                    np_outflow_concentraion (mol/(m*s))
0.1                      656                      1.4983330918203423E-5
0.1                      657                      1.4983577256156323E-5
0.1                      658                      1.4983819713660868E-5
0.1                      659                      1.4984058290717055E-5
0.1                      660                      1.498429298732488E-5
0.1                      661                      1.4984523803484356E-5
0.1                      662                      1.498475073919546E-5
0.1                      663                      1.4984973794458218E-5
0.1                      664                      1.4985192969272619E-5
0.1                      665                      1.4985408263638658E-5
0.1                      666                      1.4985619677556338E-5
0.1                      667                      1.4985827211025664E-5
0.1                      668                      1.4986030864046628E-5
0.1                      669                      1.4986230636619242E-5
0.1                      670                      1.4986426528743497E-5
0.1                      671                      1.4986618540419383E-5
0.1                      672                      1.4986806671646922E-5
0.1                      673                      1.4986990922426101E-5
0.1                      674                      1.4987171292756925E-5
0.1                      675                      1.4987347782639382E-5
0.1                      676                      1.4987520392073492E-5
0.1                      677                      1.4987726422523868E-5
0.1                      678                      1.4988009911352905E-5
0.1                      679                      1.4988294593336358E-5
0.1                      680                      1.4988580468474224E-5
0.1                      681                      1.4988867536766504E-5
0.1                      682                      1.49891557982132E-5
0.1                      683                      1.4989445252814309E-5
0.1                      684                      1.4989735900569831E-5
0.1                      685                      1.4990027741479775E-5
0.1                      686                      1.4990320775544121E-5
0.1                      687                      1.4990615002762894E-5
0.1                      688                      1.4990910423136078E-5
0.1                      689                      1.4991207036663671E-5
0.1                      690                      1.4991504843345685E-5
0.1                      691                      1.4991803843182113E-5
0.1                      692                      1.4992104036172955E-5
0.1                      693                      1.4992405422318206E-5
0.1                      694                      1.4992708001617884E-5
0.1                      695                      1.4993011774071967E-5
0.1                      696                      1.499331673968047E-5
0.1                      697                      1.4993622898443388E-5
0.1                      698                      1.4993930250360716E-5
0.1                      699                      1.4994238795432464E-5
0.1                      700                      1.499454853365862E-5
0.1                      701                      1.4994859465039196E-5
0.1                      702                      1.4995171589574187E-5
0.1                      703                      1.4995484907263588E-5
0.1                      704                      1.4995799418107406E-5
0.1                      705                      1.4996115122105642E-5
0.1                      706                      1.4996432019258289E-5
0.1                      707                      1.4996750109565353E-5
0.1                      708                      1.4997069393026827E-5
0.1                      709                      1.499738986964272E-5
0.1                      710                      1.499771153941303E-5
0.1                      711                      1.499803440233775E-5
0.1                      712                      1.499835845841689E-5
0.1                      713                      1.4998683707650441E-5
0.1                      714                      1.4999010150038406E-5
0.1                      715                      1.4999337785580778E-5
0.1                      716                      1.4999666614277582E-5
0.1                      717                      1.4999996636128788E-5
0.1                      718                      1.5000327851134416E-5
0.1                      719                      1.5000660259294453E-5
0.1                      720                      1.5000993860608905E-5
0.1                      721                      1.5001328655077771E-5
0.1                      722                      1.5001665084884121E-5
0.1                      723                      1.5002004501444142E-5
0.1                      724                      1.5002345207266304E-5
0.1                      725                      1.5002687202350607E-5
0.1                      726                      1.500303048669704E-5
0.1                      727                      1.5003375060305621E-5
0.1                      728                      1.5003720923176332E-5
0.1                      729                      1.5004068075309183E-5
0.1                      730                      1.5004416516704174E-5
0.1                      731                      1.5004766247361291E-5
0.1                      732                      1.5005117267280555E-5
0.1                      733                      1.5005469576461958E-5
0.1                      734                      1.5005823174905494E-5
0.1                      735                      1.5006178062611175E-5
0.1                      736                      1.5006534239578984E-5
0.1                      737                      1.500689170580894E-5
0.1                      738                      1.5007250461301024E-5
0.1                      739                      1.500761050605525E-5
0.1                      740                      1.5007971840071617E-5
0.1                      741                      1.5008334463350124E-5
0.1                      742                      1.5008698375890757E-5
0.1                      743                      1.5009063577693537E-5
0.1                      744                      1.5009430068758455E-5
0.1                      745                      1.5009797849085506E-5
0.1                      746                      1.5010166918674692E-5
0.1                      747                      1.5010537277526025E-5
0.1                      748                      1.5010908925639481E-5
0.1                      749                      1.5011281863015086E-5
0.1                      750                      1.5011656089652832E-5
0.1                      751                      1.5012031605552712E-5
0.1                      752                      1.5012408410714723E-5
0.1                      753                      1.5012786505138879E-5
0.1                      754                      1.5013165888825171E-5
0.1                      755                      1.5013546561773598E-5
0.1                      756                      1.5013928523984165E-5
0.1                      757                      1.501431177545687E-5
0.1                      758                      1.5014696316191707E-5
0.1                      759                      1.5015082146188687E-5
0.1                      760                      1.5015469265447804E-5
0.1                      761                      1.501585767396906E-5
0.1                      762                      1.5016247371752451E-5
0.1                      763                      1.5016638358797978E-5
0.1                      764                      1.5017030635105652E-5
0.1                      765                      1.5017424200675451E-5
0.1                      766                      1.50178190555074E-5
0.1                      767                      1.5018205416052723E-5
0.1                      768                      1.5018481398953363E-5
0.1                      769                      1.5018753423233789E-5
0.1                      770                      1.5019021488894018E-5
0.1                      771                      1.5019285595934034E-5
0.1                      772                      1.5019545744353844E-5
0.1                      773                      1.5019801934153438E-5
0.1                      774                      1.5020054165332837E-5
0.1                      775                      1.5020302437892025E-5
0.1                      776                      1.5020546751831001E-5
0.1                      777                      1.5020787107149769E-5
0.1                      778                      1.5021023503848335E-5
0.1                      779                      1.5021255941926689E-5
0.1                      780                      1.5021484421384834E-5
0.1                      781                      1.5021708942222778E-5
0.1                      782                      1.502192950444051E-5
0.1                      783                      1.5022146108038037E-5
0.1                      784                      1.5022358753015352E-5
0.1                      785                      1.5022567439372463E-5
0.1                      786                      1.5022772167109363E-5
0.1                      787                      1.502297293622606E-5
0.1                      788                      1.5023169746722548E-5
0.1                      789                      1.5023362598598828E-5
0.1                      790                      1.5023551491854903E-5
0.1                      791                      1.502373642649077E-5
0.1                      792                      1.5023917402506425E-5
0.1                      793                      1.5024094419901877E-5
0.1                      794                      1.5024267478677117E-5
0.1                      795                      1.5024436578832155E-5
0.1                      796                      1.5024601720366983E-5
0.1                      797                      1.5024762903281603E-5
0.1                      798                      1.5024920127576014E-5
0.1                      799                      1.5025073393250217E-5
0.1                      800                      1.502522270030421E-5
0.1                      801                      1.5025368048738002E-5
0.1                      802                      1.5025509438551581E-5
0.1                      803                      1.5025646869744958E-5
0.1                      804                      1.5025780342318125E-5
0.1                      805                      1.5025909856271086E-5
0.1                      806                      1.5026035411603837E-5
0.1                      807                      1.5026157008316377E-5
0.1                      808                      1.502627464640871E-5
0.1                      809                      1.502638832588084E-5
0.1                      810                      1.5026498046732765E-5
0.1                      811                      1.5026603808964479E-5
0.1                      812                      1.5026705612575988E-5
0.1                      813                      1.5026896380974912E-5
0.1                      814                      1.5027090979553212E-5
0.1                      815                      1.5027285811972639E-5
0.1                      816                      1.5027480878233189E-5
0.1                      817                      1.502767617833488E-5
0.1                      818                      1.5027871712277696E-5
0.1                      819                      1.5028067480061644E-5
0.1                      820                      1.5028263481686717E-5
0.1                      821                      1.502845971715292E-5
0.1                      822                      1.5028656186460253E-5
0.1                      823                      1.5028852889608721E-5
0.1                      824                      1.5029049826598308E-5
0.1                      825                      1.5029246997429033E-5
0.1                      826                      1.502944440210088E-5
0.1                      827                      1.5029642040613867E-5
0.1                      828                      1.5029839912967974E-5
0.1                      829                      1.5030038019163217E-5
0.1                      830                      1.503023635919958E-5
0.1                      831                      1.503043493307708E-5
0.1                      832                      1.5030633740795707E-5
0.1                      833                      1.5030832782355466E-5
0.1                      834                      1.5031032057756352E-5
0.1                      835                      1.503123156699837E-5
0.1                      836                      1.5031431310081514E-5
0.1                      837                      1.5031631287005791E-5
0.1                      838                      1.5031831497771194E-5
0.1                      839                      1.5032031942377733E-5
0.1                      840                      1.5032232620825388E-5
0.1                      841                      1.5032433533114186E-5
0.1                      842                      1.5032634679244113E-5
0.1                      843                      1.5032836059215162E-5
0.1                      844                      1.5033037673027341E-5
0.1                      845                      1.5033239520680652E-5
0.1                      846                      1.5033441602175093E-5
0.1                      847                      1.5033643917510666E-5
0.1                      848                      1.503384646668736E-5
0.1                      849                      1.503404924970519E-5
0.1                      850                      1.5034252266564148E-5
0.1                      851                      1.5034455517264235E-5
0.1                      852                      1.5034659001805452E-5
0.1                      853                      1.50348627201878E-5
0.1                      854                      1.5035066672411276E-5
0.1                      855                      1.5035270858475879E-5
0.1                      856                      1.5035475278381615E-5
0.1                      857                      1.5035679932128476E-5
0.1                      858                      1.5035900804508422E-5
0.1                      859                      1.503612568480217E-5
0.1                      860                      1.503635162560986E-5
0.1                      861                      1.5036578626931493E-5
0.1                      862                      1.5036806688767058E-5
0.1                      863                      1.503703581111656E-5
0.1                      864                      1.5037265993980006E-5
0.1                      865                      1.503749723735739E-5
0.1                      866                      1.5037729541248713E-5
0.1                      867                      1.5037962905653973E-5
0.1                      868                      1.503819733057318E-5
0.1                      869                      1.5038432816006316E-5
0.1                      870                      1.5038669361953391E-5
0.1                      871                      1.5038906968414411E-5
0.1                      872                      1.5039145635389364E-5
0.1                      873                      1.5039385362878257E-5
0.1                      874                      1.5039626150881091E-5
0.1                      875                      1.5039867999397864E-5
0.1                      876                      1.5040110908428576E-5
0.1                      877                      1.5040354877973223E-5
0.1                      878                      1.5040599908031813E-5
0.1                      879                      1.5040845998604341E-5
0.1                      880                      1.5041093149690807E-5
0.1                      881                      1.504134136129121E-5
0.1                      882                      1.5041590633405552E-5
0.1                      883                      1.5041840966033836E-5
0.1                      884                      1.5042092359176057E-5
0.1                      885                      1.5042344812832215E-5
0.1                      886                      1.504259832700231E-5
0.1                      887                      1.5042852901686352E-5
0.1                      888                      1.5043108536884327E-5
0.1                      889                      1.5043365232596243E-5
0.1                      890                      1.5043622988822093E-5
0.1                      891                      1.5043881805561884E-5
0.1                      892                      1.5044141682815625E-5
0.1                      893                      1.5044402620583288E-5
0.1                      894                      1.5044664618864902E-5
0.1                      895                      1.5044927677660444E-5
0.1                      896                      1.5045191796969927E-5
0.1                      897                      1.5045456976793355E-5
0.1                      898                      1.504572321713072E-5
0.1                      899                      1.5045990517982022E-5
0.1                      900                      1.5046258879347268E-5
0.1                      901                      1.5046528301226445E-5
0.1                      902                      1.5046798783619569E-5
0.1                      903                      1.5046975229426058E-5
0.1                      904                      1.5047110959701327E-5
0.1                      905                      1.5047241994955824E-5
0.1                      906                      1.5047368335189552E-5
0.1                      907                      1.5047489980402513E-5
0.1                      908                      1.5047606930594705E-5
0.1                      909                      1.5047719185766135E-5
0.1                      910                      1.504782674591679E-5
0.1                      911                      1.5047929611046686E-5
0.1                      912                      1.5048027781155805E-5
0.1                      913                      1.5048121256244163E-5
0.1                      914                      1.5048210036311752E-5
0.1                      915                      1.504829412135857E-5
0.1                      916                      1.5048373511384622E-5
0.1                      917                      1.5048448206389909E-5
0.1                      918                      1.5048518206374423E-5
0.1                      919                      1.5048583511338171E-5
0.1                      920                      1.5048644121281151E-5
0.1                      921                      1.5048700036203364E-5
0.1                      922                      1.5048751256104816E-5
0.1                      923                      1.5048797780985495E-5
0.1                      924                      1.50488396108454E-5
0.1                      925                      1.5048876745684544E-5
0.1                      926                      1.5048909185502923E-5
0.1                      927                      1.504893693030053E-5
0.1                      928                      1.504895998007737E-5
0.1                      929                      1.5048978334833443E-5
0.1                      930                      1.5048991994568751E-5
0.1                      931                      1.5049000959283284E-5
0.1                      932                      1.5049005228977058E-5
0.1                      933                      1.504900480365006E-5
0.1                      934                      1.5048999683302295E-5
0.1                      935                      1.5048989867933756E-5
0.1                      936                      1.5048975357544461E-5
0.1                      937                      1.5048956152134387E-5
0.1                      938                      1.504893225170355E-5
0.1                      939                      1.5048903656251956E-5
0.1                      940                      1.5048870365779581E-5
0.1                      941                      1.5048832380286438E-5
0.1                      942                      1.5048789699772536E-5
0.1                      943                      1.5048742324237861E-5
0.1                      944                      1.5048690253682415E-5
0.1                      945                      1.504863348810621E-5
0.1                      946                      1.5048572027509232E-5
0.1                      947                      1.504850587189149E-5
0.1                      948                      1.5048435021252969E-5
0.1                      949                      1.5048359475593695E-5
0.1                      950                      1.5048279234913645E-5
0.1                      951                      1.5048194299212826E-5
0.1                      952                      1.5048104668491241E-5
0.1                      953                      1.5048010342748892E-5
0.1                      954                      1.5047911321985777E-5
0.1                      955                      1.504780760620189E-5
0.1                      956                      1.5047699195397239E-5
0.1                      957                      1.5047586089571815E-5
0.1                      958                      1.5047468288725624E-5
0.1                      959                      1.5047345792858669E-5
0.1                      960                      1.5047218601970942E-5
0.1                      961                      1.504708671606245E-5
0.1                      962                      1.5046950135133188E-5
0.1                      963                      1.5046808859183162E-5
0.1                      964                      1.5046662888212366E-5
0.1                      965                      1.5046512222220808E-5
0.1                      966                      1.5046356861208472E-5
0.1                      967                      1.5046196805175375E-5
0.1                      968                      1.504603205412151E-5
0.1                      969                      1.5045862608046874E-5
0.1                      970                      1.5045688466951479E-5
0.1                      971                      1.5045509630835302E-5
0.1                      972                      1.5045326099698372E-5
0.1                      973                      1.5045137873540666E-5
0.1                      974                      1.5044944952362188E-5
0.1                      975                      1.5044747336162955E-5
0.1                      976                      1.5044545024942948E-5
0.1                      977                      1.5044338018702167E-5
0.1                      978                      1.5044126317440632E-5
0.1                      979                      1.5043909921158316E-5
0.1                      980                      1.504368882985524E-5
0.1                      981                      1.5043463043531396E-5
0.1                      982                      1.5043232562186781E-5
0.1                      983                      1.5042997385821405E-5
0.1                      984                      1.5042757514435256E-5
0.1                      985                      1.5042512948028336E-5
0.1                      986                      1.5042263686600654E-5
0.1                      987                      1.5042009730152203E-5
0.1                      988                      1.504175107868298E-5
0.1                      989                      1.5041487732192994E-5
0.1                      990                      1.5041219690682244E-5
0.1                      991                      1.5040946954150719E-5
0.1                      992                      1.5040669522598427E-5
0.1                      993                      1.5040548711447645E-5
0.1                      994                      1.5040603599044138E-5
0.1                      995                      1.5040661203914559E-5
0.1                      996                      1.5040721526058915E-5
0.1                      997                      1.5040784565477191E-5
0.1                      998                      1.5040850322169407E-5
0.1                      999                      1.5040918796135545E-5
0.1                      1000                     1.5040989987375614E-5
0.1                      1001                     1.5041063895889617E-5
0.1                      1002                     1.5041140521677548E-5
0.1                      1003                     1.5041219864739405E-5
0.1                      1004                     1.5041301925075196E-5
0.1                      1005                     1.5041386702684914E-5
0.1                      1006                     1.5041474197568562E-5
0.1                      1007                     1.5041564409726145E-5
0.1                      1008                     1.5041657339157648E-5
0.1                      1009                     1.5041752985863088E-5
0.1                      1010                     1.5041851349842456E-5
0.1                      1011                     1.5041952431095756E-5
0.1                      1012                     1.5042056229622986E-5
0.1                      1013                     1.5042162745424145E-5
0.1                      1014                     1.504227197849923E-5
0.1                      1015                     1.5042383928848253E-5
0.1                      1016                     1.50424985964712E-5
0.1                      1017                     1.5042615981368075E-5
0.1                      1018                     1.5042736083538881E-5
0.1                      1019                     1.5042858902983613E-5
0.1                      1020                     1.5042984439702285E-5
0.1                      1021                     1.504311269369488E-5
0.1                      1022                     1.5043243664961405E-5
0.1                      1023                     1.5043377353501865E-5
0.1                      1024                     1.5043513759316246E-5
0.1                      1025                     1.5043652882404565E-5
0.1                      1026                     1.504379472276681E-5
0.1                      1027                     1.5043939280402985E-5
0.1                      1028                     1.504408655531309E-5
0.1                      1029                     1.5044236547497126E-5
0.1                      1030                     1.5044389256955084E-5
0.1                      1031                     1.504454468368698E-5
0.1                      1032                     1.5044702827692802E-5
0.1                      1033                     1.504486368897256E-5
0.1                      1034                     1.5045027267526242E-5
0.1                      1035                     1.5045193563353855E-5
0.1                      1036                     1.5045362576455397E-5
0.1                      1037                     1.504553430683087E-5
0.1                      1038                     1.5045708754480274E-5
0.1                      1039                     1.5045885919403605E-5
0.1                      1040                     1.5046065801600867E-5
0.1                      1041                     1.5046248401072057E-5
0.1                      1042                     1.5046433717817183E-5
0.1                      1043                     1.5046621751836236E-5
0.1                      1044                     1.5046812503129211E-5
0.1                      1045                     1.5047005971696128E-5
0.1                      1046                     1.5047202157536965E-5
0.1                      1047                     1.5047401060651737E-5
0.1                      1048                     1.5047602681040436E-5
0.1                      1049                     1.504780701870307E-5
0.1                      1050                     1.5048014073639634E-5
0.1                      1051                     1.5048223845850117E-5
0.1                      1052                     1.504843633533454E-5
0.1                      1053                     1.5048651542092887E-5
0.1                      1054                     1.5048869466125163E-5
0.1                      1055                     1.5049090107431378E-5
0.1                      1056                     1.5049313466011512E-5
0.1                      1057                     1.5049539541865584E-5
0.1                      1058                     1.5049768334993582E-5
0.1                      1059                     1.5049999845395511E-5
0.1                      1060                     1.5050234073071362E-5
0.1                      1061                     1.5050471018021158E-5
0.1                      1062                     1.505071068024487E-5
0.1                      1063                     1.5050953059742527E-5
0.1                      1064                     1.5051198156514101E-5
0.1                      1065                     1.5051445970559607E-5
0.1                      1066                     1.5051734314490426E-5
0.1                      1067                     1.5052045597251195E-5
0.1                      1068                     1.5052361141854515E-5
0.1                      1069                     1.5052680948300377E-5
0.1                      1070                     1.505300501658878E-5
0.1                      1071                     1.5053333346719727E-5
0.1                      1072                     1.5053665938693219E-5
0.1                      1073                     1.5054002792509247E-5
0.1                      1074                     1.505434390816783E-5
0.1                      1075                     1.5054689285668944E-5
0.1                      1076                     1.5055038925012608E-5
0.1                      1077                     1.5055392826198815E-5
0.1                      1078                     1.505575098922756E-5
0.1                      1079                     1.5056113414098853E-5
0.1                      1080                     1.5056480100812687E-5
0.1                      1081                     1.5056851049369069E-5
0.1                      1082                     1.5057226259767986E-5
0.1                      1083                     1.505760573200945E-5
0.1                      1084                     1.5057989466093456E-5
0.1                      1085                     1.5058377462020005E-5
0.1                      1086                     1.5058769719789096E-5
0.1                      1087                     1.5059166239400734E-5
0.1                      1088                     1.5059567020854915E-5
0.1                      1089                     1.5059972064151636E-5
0.1                      1090                     1.5060381369290902E-5
0.1                      1091                     1.5060794936272715E-5
0.1                      1092                     1.5061212765097064E-5
0.1                      1093                     1.5061634855763954E-5
0.1                      1094                     1.5062061208273395E-5
0.1                      1095                     1.5062491822625372E-5
0.1                      1096                     1.5062926698819904E-5
0.1                      1097                     1.506336583685696E-5
0.1                      1098                     1.5063809236736577E-5
0.1                      1099                     1.5064256898458727E-5
0.1                      1100                     1.5064708822023427E-5
0.1                      1101                     1.506516500743066E-5
0.1                      1102                     1.5065625454680449E-5
0.1                      1103                     1.506609016377277E-5
0.1                      1104                     1.5066559134707641E-5
0.1                      1105                     1.5067032367485054E-5
0.1                      1106                     1.5067509862105011E-5
0.1                      1107                     1.5067991618567506E-5
0.1                      1108                     1.506847763687255E-5
0.1                      1109                     1.5068967917020131E-5
0.1                      1110                     1.5069462459010256E-5
0.1                      1111                     1.5069961262842926E-5
0.1                      1112                     1.5070464328518141E-5
0.1                      1113                     1.5070971656035895E-5
0.1                      1114                     1.5071483245396193E-5
0.1                      1115                     1.5071999096599042E-5
0.1                      1116                     1.5072519209644426E-5
0.1                      1117                     1.5073043584532352E-5
0.1                      1118                     1.5073572221262825E-5
0.1                      1119                     1.507410511983584E-5
0.1                      1120                     1.5074642280251397E-5
0.1                      1121                     1.5075183702509495E-5
0.1                      1122                     1.5075729386610142E-5
0.1                      1123                     1.507627933255333E-5
0.1                      1124                     1.5076833540339061E-5
0.1                      1125                     1.5077392009967335E-5
0.1                      1126                     1.5077954741438152E-5
0.1                      1127                     1.5078521734751509E-5
0.1                      1128                     1.5079092989907413E-5
0.1                      1129                     1.5079668506905857E-5
0.1                      1130                     1.5080248285746847E-5
0.1                      1131                     1.508080933643093E-5
0.1                      1132                     1.5081223404343144E-5
0.1                      1133                     1.5081636517536509E-5
0.1                      1134                     1.5082048676011024E-5
0.1                      1135                     1.5082459879766686E-5
0.1                      1136                     1.5082870128803493E-5
0.1                      1137                     1.5083279423121459E-5
0.1                      1138                     1.5083687762720572E-5
0.1                      1139                     1.5084095147600834E-5
0.1                      1140                     1.5084501577762243E-5
0.1                      1141                     1.50849070532048E-5
0.1                      1142                     1.5085311573928503E-5
0.1                      1143                     1.5085715139933361E-5
0.1                      1144                     1.5086117751219373E-5
0.1                      1145                     1.5086519407786525E-5
0.1                      1146                     1.5086920109634828E-5
0.1                      1147                     1.5087319856764279E-5
0.1                      1148                     1.5087718649174886E-5
0.1                      1149                     1.5088116486866634E-5
0.1                      1150                     1.5088513369839533E-5
0.1                      1151                     1.5088909298093585E-5
0.1                      1152                     1.5089304271628783E-5
0.1                      1153                     1.5089698290445128E-5
0.1                      1154                     1.509009135454263E-5
0.1                      1155                     1.5090483463921278E-5
0.1                      1156                     1.5090874618581074E-5
0.1                      1157                     1.509126481852202E-5
0.1                      1158                     1.509165406374411E-5
0.1                      1159                     1.5092042354247353E-5
0.1                      1160                     1.5092429690031746E-5
0.1                      1161                     1.509281607109729E-5
0.1                      1162                     1.5093201497443982E-5
0.1                      1163                     1.5093585969071824E-5
0.1                      1164                     1.509396948598081E-5
0.1                      1165                     1.509435204817095E-5
0.1                      1166                     1.509473365564224E-5
0.1                      1167                     1.509511430839467E-5
0.1                      1168                     1.5095494006428258E-5
0.1                      1169                     1.5095872749742993E-5
0.1                      1170                     1.5096250538338877E-5
0.1                      1171                     1.5096627372215912E-5
0.1                      1172                     1.5097003251374093E-5
0.1                      1173                     1.5097378175813425E-5
0.1                      1174                     1.509775214553391E-5
0.1                      1175                     1.5098125160535538E-5
0.1                      1176                     1.5098497220818318E-5
0.1                      1177                     1.5098868326382247E-5
0.1                      1178                     1.5099238477227326E-5
0.1                      1179                     1.5099607673353547E-5
0.1                      1180                     1.509997591476093E-5
0.1                      1181                     1.510034320144945E-5
0.1                      1182                     1.5100709533419123E-5
0.1                      1183                     1.5101074910669954E-5
0.1                      1184                     1.510143933320192E-5
0.1                      1185                     1.5101802801015047E-5
0.1                      1186                     1.5102165314109314E-5
0.1                      1187                     1.5102526872484737E-5
0.1                      1188                     1.5102887476141304E-5
0.1                      1189                     1.510324712507903E-5
0.1                      1190                     1.5103605819297893E-5
0.1                      1191                     1.5103963558797907E-5
0.1                      1192                     1.5104320343579076E-5
0.1                      1193                     1.510467617364139E-5
0.1                      1194                     1.5105031048984856E-5
0.1                      1195                     1.5105384969609468E-5
0.1                      1196                     1.5105737935515228E-5
0.1                      1197                     1.5106056998548285E-5
0.1                      1198                     1.5106352009325921E-5
0.1                      1199                     1.5106644410565954E-5
0.1                      1200                     1.5106934202268394E-5
0.1                      1201                     1.5107221384433229E-5
0.1                      1202                     1.5107505957060466E-5
0.1                      1203                     1.510778792015012E-5
0.1                      1204                     1.5108067273702163E-5
0.1                      1205                     1.5108344017716608E-5
0.1                      1206                     1.5108618152193464E-5
0.1                      1207                     1.5108889677132717E-5
0.1                      1208                     1.5109158592534373E-5
0.1                      1209                     1.5109424898398432E-5
0.1                      1210                     1.5109688594724896E-5
0.1                      1211                     1.5109949681513761E-5
0.1                      1212                     1.5110208158765032E-5
0.1                      1213                     1.5110464026478696E-5
0.1                      1214                     1.511071728465477E-5
0.1                      1215                     1.5110967933293249E-5
0.1                      1216                     1.5111215972394128E-5
0.1                      1217                     1.5111461401957404E-5
0.1                      1218                     1.5111704221983086E-5
0.1                      1219                     1.511194443247117E-5
0.1                      1220                     1.511218203342166E-5
0.1                      1221                     1.511241702483455E-5
0.1                      1222                     1.5112649406709846E-5
0.1                      1223                     1.5112879179047542E-5
0.1                      1224                     1.5113106341847641E-5
0.1                      1225                     1.511333089511014E-5
0.1                      1226                     1.5113552838835046E-5
0.1                      1227                     1.5113772173022354E-5
0.1                      1228                     1.511398889767206E-5
0.1                      1229                     1.5114203012784172E-5
0.1                      1230                     1.5114414518358685E-5
0.1                      1231                     1.5114623414395601E-5
0.1                      1232                     1.5114829700894916E-5
0.1                      1233                     1.5115033377856641E-5
0.1                      1234                     1.5115234445280767E-5
0.1                      1235                     1.5115432903167296E-5
0.1                      1236                     1.511562875151622E-5
0.1                      1237                     1.5115821990327555E-5
0.1                      1238                     1.5116012619601296E-5
0.1                      1239                     1.5116200639337427E-5
0.1                      1240                     1.5116386049535974E-5
0.1                      1241                     1.5116568850196913E-5
0.1                      1242                     1.5116749041320255E-5
0.1                      1243                     1.5116926622906004E-5
0.1                      1244                     1.5117101594954159E-5
0.1                      1245                     1.5117273957464708E-5
0.1                      1246                     1.5117443710437666E-5
0.1                      1247                     1.5117610853873024E-5
0.1                      1248                     1.5117775387770781E-5
0.1                      1249                     1.5117937312130947E-5
0.1                      1250                     1.5118096626953517E-5
0.1                      1251                     1.5118253332238477E-5
0.1                      1252                     1.5118407427985848E-5
0.1                      1253                     1.5118558914195626E-5
0.1                      1254                     1.5118707790867802E-5
0.1                      1255                     1.5118854058002385E-5
0.1                      1256                     1.511899771559936E-5
0.1                      1257                     1.5119138763658743E-5
0.1                      1258                     1.5119277202180532E-5
0.1                      1259                     1.511941303116472E-5
0.1                      1260                     1.5119546250611315E-5
0.1                      1261                     1.5119676860520308E-5
0.1                      1262                     1.5119808053516174E-5
0.1                      1263                     1.5119979786578268E-5
0.1                      1264                     1.5120150300255526E-5
0.1                      1265                     1.5120319594547947E-5
0.1                      1266                     1.5120487669455542E-5
0.1                      1267                     1.5120654524978298E-5
0.1                      1268                     1.5120820161116216E-5
0.1                      1269                     1.5120984577869296E-5
0.1                      1270                     1.5121147775237552E-5
0.1                      1271                     1.5121309753220965E-5
0.1                      1272                     1.5121470511819544E-5
0.1                      1273                     1.5121630051033293E-5
0.1                      1274                     1.5121788370862199E-5
0.1                      1275                     1.5121945471306276E-5
0.1                      1276                     1.5122101352365516E-5
0.1                      1277                     1.5122256014039919E-5
0.1                      1278                     1.5122409456329485E-5
0.1                      1279                     1.5122561679234226E-5
0.1                      1280                     1.5122712682754124E-5
0.1                      1281                     1.5122862466889192E-5
0.1                      1282                     1.5123011031639422E-5
