% Model:              NP_reactive_flow_Different_injection_TCE_in_Low_Permeable.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 8 2020, 00:38
% Table:              tce_retention_mass_0.5 - Global Evaluation 14 (TimeInt)
% Q_inject_design        t (s)                    tce_retention_mass (mol/m)
0.5                      691                      6.838476900970279E-5
0.5                      692                      6.829483148124155E-5
0.5                      693                      6.820504757410633E-5
0.5                      694                      6.81154172882971E-5
0.5                      695                      6.802594062381396E-5
0.5                      696                      6.793661758065677E-5
0.5                      697                      6.784744815882556E-5
0.5                      698                      6.775843235832042E-5
0.5                      699                      6.766957017914144E-5
0.5                      700                      6.758086162128827E-5
0.5                      701                      6.749230668476109E-5
0.5                      702                      6.740390536956006E-5
0.5                      703                      6.731565767568492E-5
0.5                      704                      6.722756360313588E-5
0.5                      705                      6.713962315191277E-5
0.5                      706                      6.705183632201578E-5
0.5                      707                      6.69642031134447E-5
0.5                      708                      6.687672352619974E-5
0.5                      709                      6.67893975602807E-5
0.5                      710                      6.670222521568768E-5
0.5                      711                      6.661520649242074E-5
0.5                      712                      6.652834139047971E-5
0.5                      713                      6.644162990986484E-5
0.5                      714                      6.635507205057587E-5
0.5                      715                      6.626866781261293E-5
0.5                      716                      6.618139959697006E-5
0.5                      717                      6.609413211236858E-5
0.5                      718                      6.600699228261307E-5
0.5                      719                      6.591998010770354E-5
0.5                      720                      6.583309558764016E-5
0.5                      721                      6.574633872242266E-5
0.5                      722                      6.56597095120513E-5
0.5                      723                      6.557320795652574E-5
0.5                      724                      6.548683405584626E-5
0.5                      725                      6.540058781001284E-5
0.5                      726                      6.531446921902535E-5
0.5                      727                      6.522847828288391E-5
0.5                      728                      6.514261500158841E-5
0.5                      729                      6.505687937513893E-5
0.5                      730                      6.497127140353548E-5
0.5                      731                      6.488579108677802E-5
0.5                      732                      6.48004384248666E-5
0.5                      733                      6.471521341780111E-5
0.5                      734                      6.463011606558168E-5
0.5                      735                      6.454514636820828E-5
0.5                      736                      6.446030432568075E-5
0.5                      737                      6.437558993799926E-5
0.5                      738                      6.429100320516386E-5
0.5                      739                      6.42065441271744E-5
0.5                      740                      6.412221270403099E-5
0.5                      741                      6.403800893573355E-5
0.5                      742                      6.395393282228201E-5
0.5                      743                      6.386998436367664E-5
0.5                      744                      6.378616355991712E-5
0.5                      745                      6.370247041100367E-5
0.5                      746                      6.361890491693622E-5
0.5                      747                      6.353546707771476E-5
0.5                      748                      6.345215689333935E-5
0.5                      749                      6.336897436380997E-5
0.5                      750                      6.328591948912655E-5
0.5                      751                      6.3202992269289E-5
0.5                      752                      6.312019270429765E-5
0.5                      753                      6.303752079415224E-5
0.5                      754                      6.295497653885273E-5
0.5                      755                      6.287255993839933E-5
0.5                      756                      6.279027099279185E-5
0.5                      757                      6.270810970203044E-5
0.5                      758                      6.2626076066115E-5
0.5                      759                      6.254417008504565E-5
0.5                      760                      6.246239175882217E-5
0.5                      761                      6.23807410874447E-5
0.5                      762                      6.229921807091334E-5
0.5                      763                      6.221782270922791E-5
0.5                      764                      6.213655500238841E-5
0.5                      765                      6.205541495039505E-5
0.5                      766                      6.19744025532476E-5
0.5                      767                      6.18935178109462E-5
0.5                      768                      6.181276072349075E-5
0.5                      769                      6.173213129088136E-5
0.5                      770                      6.165162951311797E-5
0.5                      771                      6.157125539020051E-5
0.5                      772                      6.149100892212913E-5
0.5                      773                      6.141089010890375E-5
0.5                      774                      6.133089895052434E-5
0.5                      775                      6.12510354469909E-5
0.5                      776                      6.117129959830346E-5
0.5                      777                      6.109169140446205E-5
0.5                      778                      6.101221086546663E-5
0.5                      779                      6.093285798131727E-5
0.5                      780                      6.085363275201378E-5
0.5                      781                      6.0774535177556396E-5
0.5                      782                      6.069556525794499E-5
0.5                      783                      6.061672299317955E-5
0.5                      784                      6.0538008383260187E-5
0.5                      785                      6.0459421428186834E-5
0.5                      786                      6.0380962127959397E-5
0.5                      787                      6.0302630482577895E-5
0.5                      788                      6.022442649204257E-5
0.5                      789                      6.0146350156353196E-5
0.5                      790                      6.006840147550981E-5
0.5                      791                      5.9990580449512396E-5
0.5                      792                      5.991288707836096E-5
0.5                      793                      5.98353213620556E-5
0.5                      794                      5.9757883300596244E-5
0.5                      795                      5.96805728939828E-5
0.5                      796                      5.9603390142215394E-5
0.5                      797                      5.952633504529406E-5
0.5                      798                      5.944940760321869E-5
0.5                      799                      5.937260781598921E-5
0.5                      800                      5.929593568360586E-5
0.5                      801                      5.9219391206068445E-5
0.5                      802                      5.914297438337711E-5
0.5                      803                      5.906620103155728E-5
0.5                      804                      5.898907393569482E-5
0.5                      805                      5.8912052892796555E-5
0.5                      806                      5.883513790286259E-5
0.5                      807                      5.875832896589289E-5
0.5                      808                      5.868162608188759E-5
0.5                      809                      5.8605029250846515E-5
0.5                      810                      5.852853847276968E-5
0.5                      811                      5.845215374765722E-5
0.5                      812                      5.837587507550896E-5
0.5                      813                      5.829970245632503E-5
0.5                      814                      5.8223635890105405E-5
0.5                      815                      5.8147675376850065E-5
0.5                      816                      5.807182091655906E-5
0.5                      817                      5.799607250923229E-5
0.5                      818                      5.792043015486975E-5
0.5                      819                      5.784489385347161E-5
0.5                      820                      5.7769463605037696E-5
0.5                      821                      5.76941394095681E-5
0.5                      822                      5.761892126706282E-5
0.5                      823                      5.754380917752175E-5
0.5                      824                      5.7468803140945E-5
0.5                      825                      5.739390315733255E-5
0.5                      826                      5.7319109226684403E-5
0.5                      827                      5.724442134900052E-5
0.5                      828                      5.716983952428095E-5
0.5                      829                      5.70953637525257E-5
0.5                      830                      5.7020994033734665E-5
0.5                      831                      5.6946730367907836E-5
0.5                      832                      5.687257275504545E-5
0.5                      833                      5.679852119514728E-5
0.5                      834                      5.6724575688213505E-5
0.5                      835                      5.6650736234243914E-5
0.5                      836                      5.6577002833238666E-5
0.5                      837                      5.650337548519766E-5
0.5                      838                      5.642985419012092E-5
0.5                      839                      5.6356438948008584E-5
0.5                      840                      5.628312975886047E-5
0.5                      841                      5.620992662267661E-5
0.5                      842                      5.6136829539457144E-5
0.5                      843                      5.6063838509201826E-5
0.5                      844                      5.599095353191087E-5
0.5                      845                      5.591817460758417E-5
0.5                      846                      5.584550173622178E-5
0.5                      847                      5.577293491782367E-5
0.5                      848                      5.570047415238992E-5
0.5                      849                      5.562811943992043E-5
0.5                      850                      5.5555870780415174E-5
0.5                      851                      5.5483728173874196E-5
0.5                      852                      5.54116916202975E-5
0.5                      853                      5.53397611196852E-5
0.5                      854                      5.526793667203719E-5
0.5                      855                      5.519621827735339E-5
0.5                      856                      5.512460593563379E-5
0.5                      857                      5.505309964687862E-5
0.5                      858                      5.498169941108768E-5
0.5                      859                      5.491040522826113E-5
0.5                      860                      5.4839217098398776E-5
0.5                      861                      5.476813502150071E-5
0.5                      862                      5.4697158997566986E-5
0.5                      863                      5.462628902659755E-5
0.5                      864                      5.455552510859234E-5
0.5                      865                      5.448486724355138E-5
0.5                      866                      5.4414315431474795E-5
0.5                      867                      5.4343869672362524E-5
0.5                      868                      5.4273529966214434E-5
0.5                      869                      5.420329631303074E-5
0.5                      870                      5.413316871281126E-5
0.5                      871                      5.406314716555617E-5
0.5                      872                      5.399323167126521E-5
0.5                      873                      5.39234222299387E-5
0.5                      874                      5.385371884157629E-5
0.5                      875                      5.378412150617838E-5
0.5                      876                      5.371463022374461E-5
0.5                      877                      5.364524499427528E-5
0.5                      878                      5.357596581777009E-5
0.5                      879                      5.3506792694229226E-5
0.5                      880                      5.343772562365269E-5
0.5                      881                      5.336876460604042E-5
0.5                      882                      5.329990964139246E-5
0.5                      883                      5.3231160729708764E-5
0.5                      884                      5.3162517870989375E-5
0.5                      885                      5.309398106523422E-5
0.5                      886                      5.302555031244346E-5
0.5                      887                      5.295722561261691E-5
0.5                      888                      5.288900696575465E-5
0.5                      889                      5.282089437185668E-5
0.5                      890                      5.275280825253453E-5
0.5                      891                      5.2684297748609425E-5
0.5                      892                      5.261587953409205E-5
0.5                      893                      5.2547553608982384E-5
0.5                      894                      5.24793199732805E-5
0.5                      895                      5.2411178626986395E-5
0.5                      896                      5.234312957009988E-5
0.5                      897                      5.227517280262124E-5
0.5                      898                      5.2207308324550275E-5
0.5                      899                      5.213953613588705E-5
0.5                      900                      5.2071856236631486E-5
0.5                      901                      5.200426862678373E-5
0.5                      902                      5.193677330634369E-5
0.5                      903                      5.1869370275311396E-5
0.5                      904                      5.1802059533686896E-5
0.5                      905                      5.1734841081469916E-5
0.5                      906                      5.166771491866087E-5
0.5                      907                      5.160068104525947E-5
0.5                      908                      5.15337394612659E-5
0.5                      909                      5.146689016667994E-5
0.5                      910                      5.140013316150182E-5
0.5                      911                      5.133346844573134E-5
0.5                      912                      5.126689601936866E-5
0.5                      913                      5.120041588241358E-5
0.5                      914                      5.113402803486641E-5
0.5                      915                      5.106773247672691E-5
0.5                      916                      5.100152920799511E-5
0.5                      917                      5.093541822867101E-5
0.5                      918                      5.086939953875472E-5
0.5                      919                      5.080347313824614E-5
0.5                      920                      5.0737639027145306E-5
0.5                      921                      5.06718972054522E-5
0.5                      922                      5.0606247673166863E-5
0.5                      923                      5.05406904302891E-5
0.5                      924                      5.0475225476819284E-5
0.5                      925                      5.040985281275699E-5
0.5                      926                      5.034457243810256E-5
0.5                      927                      5.027938435285581E-5
0.5                      928                      5.0214288557016854E-5
0.5                      929                      5.014928505058564E-5
0.5                      930                      5.008437383356209E-5
0.5                      931                      5.001955490594626E-5
0.5                      932                      4.99548282677382E-5
0.5                      933                      4.989019391893787E-5
0.5                      934                      4.982565185954525E-5
0.5                      935                      4.976120208956045E-5
0.5                      936                      4.969684460898333E-5
0.5                      937                      4.9632579417813894E-5
0.5                      938                      4.9568406516052236E-5
0.5                      939                      4.950432590369831E-5
0.5                      940                      4.944033758075208E-5
0.5                      941                      4.9376441547213624E-5
0.5                      942                      4.931263780308294E-5
0.5                      943                      4.924892634835992E-5
0.5                      944                      4.918530718304458E-5
0.5                      945                      4.912178030713707E-5
0.5                      946                      4.9058345720637275E-5
0.5                      947                      4.899500342354528E-5
0.5                      948                      4.893175341586091E-5
0.5                      949                      4.886859569758425E-5
0.5                      950                      4.880553026871537E-5
0.5                      951                      4.874255712925427E-5
0.5                      952                      4.867967627920084E-5
0.5                      953                      4.861688771855512E-5
0.5                      954                      4.855419144731723E-5
0.5                      955                      4.8491587465487E-5
0.5                      956                      4.842907577306455E-5
0.5                      957                      4.836665637004984E-5
0.5                      958                      4.8304329256442806E-5
0.5                      959                      4.824209443224349E-5
0.5                      960                      4.8179951897451894E-5
0.5                      961                      4.811790165206815E-5
0.5                      962                      4.805594369609202E-5
0.5                      963                      4.799407802952368E-5
0.5                      964                      4.7932304652363064E-5
0.5                      965                      4.787062356461017E-5
0.5                      966                      4.780903476626508E-5
0.5                      967                      4.7747538257327675E-5
0.5                      968                      4.768613403779795E-5
0.5                      969                      4.7624822107675986E-5
0.5                      970                      4.756360246696176E-5
0.5                      971                      4.750247511565528E-5
0.5                      972                      4.744144005375641E-5
0.5                      973                      4.7380497281265486E-5
0.5                      974                      4.7319646798182164E-5
0.5                      975                      4.725888860450662E-5
0.5                      976                      4.719822270023875E-5
0.5                      977                      4.713764908537872E-5
0.5                      978                      4.707680516254994E-5
0.5                      979                      4.7015925801485404E-5
0.5                      980                      4.6955127819941975E-5
0.5                      981                      4.6894411217919744E-5
0.5                      982                      4.683377599541857E-5
0.5                      983                      4.6773222152438624E-5
0.5                      984                      4.671274968897978E-5
0.5                      985                      4.66523586050421E-5
0.5                      986                      4.659204890062553E-5
0.5                      987                      4.653182057573012E-5
0.5                      988                      4.6471673630355804E-5
0.5                      989                      4.641160806450271E-5
0.5                      990                      4.635162387817074E-5
0.5                      991                      4.629172107135989E-5
0.5                      992                      4.623189964407017E-5
0.5                      993                      4.6172159596301606E-5
0.5                      994                      4.611250092805417E-5
0.5                      995                      4.605292363932785E-5
0.5                      996                      4.5993427730122756E-5
0.5                      997                      4.593401320043878E-5
0.5                      998                      4.587468005027586E-5
0.5                      999                      4.581542827963418E-5
0.5                      1000                     4.5756257888513564E-5
0.5                      1001                     4.569716887691415E-5
0.5                      1002                     4.5638161244835876E-5
0.5                      1003                     4.557923499227871E-5
0.5                      1004                     4.5520390119242735E-5
0.5                      1005                     4.546162662572786E-5
0.5                      1006                     4.5402944511734114E-5
0.5                      1007                     4.534434377726157E-5
0.5                      1008                     4.528582442231013E-5
0.5                      1009                     4.522738644687978E-5
0.5                      1010                     4.516902985097065E-5
0.5                      1011                     4.511075463458263E-5
0.5                      1012                     4.505256079771574E-5
0.5                      1013                     4.499444834037003E-5
0.5                      1014                     4.493641726254549E-5
0.5                      1015                     4.487846756424199E-5
0.5                      1016                     4.4820599245459645E-5
0.5                      1017                     4.476281230619852E-5
0.5                      1018                     4.470510674645852E-5
0.5                      1019                     4.464748256623963E-5
0.5                      1020                     4.45899397655419E-5
0.5                      1021                     4.45324783443652E-5
0.5                      1022                     4.447509830270981E-5
0.5                      1023                     4.4417799640575515E-5
0.5                      1024                     4.43605823579623E-5
0.5                      1025                     4.430344645487034E-5
0.5                      1026                     4.4246391931299416E-5
0.5                      1027                     4.418941878724968E-5
0.5                      1028                     4.4132527022721E-5
0.5                      1029                     4.4075716637713595E-5
0.5                      1030                     4.401898763222729E-5
0.5                      1031                     4.396234000626211E-5
0.5                      1032                     4.390577375981806E-5
0.5                      1033                     4.3849288892895113E-5
0.5                      1034                     4.3792885405493386E-5
0.5                      1035                     4.373656329761282E-5
0.5                      1036                     4.368032256925333E-5
0.5                      1037                     4.3624163220414995E-5
0.5                      1038                     4.3568085251097834E-5
0.5                      1039                     4.351208866130175E-5
0.5                      1040                     4.345617345102686E-5
0.5                      1041                     4.3400339620273146E-5
0.5                      1042                     4.334458716904052E-5
0.5                      1043                     4.328891609732896E-5
0.5                      1044                     4.323332640513866E-5
0.5                      1045                     4.317781809246948E-5
0.5                      1046                     4.312239115932136E-5
0.5                      1047                     4.306704560569449E-5
0.5                      1048                     4.301178143158872E-5
0.5                      1049                     4.295659863700407E-5
0.5                      1050                     4.290149722194066E-5
0.5                      1051                     4.284647718639831E-5
0.5                      1052                     4.279153853037703E-5
0.5                      1053                     4.273668125387701E-5
0.5                      1054                     4.268190535689804E-5
0.5                      1055                     4.2627210839440345E-5
0.5                      1056                     4.2572597701503706E-5
0.5                      1057                     4.2518065943088116E-5
0.5                      1058                     4.24636155641938E-5
0.5                      1059                     4.240924656482059E-5
0.5                      1060                     4.2354958944968586E-5
0.5                      1061                     4.23007527046376E-5
0.5                      1062                     4.2246627843827805E-5
0.5                      1063                     4.2192584362539205E-5
0.5                      1064                     4.2138622260771666E-5
0.5                      1065                     4.2084560313364315E-5
0.5                      1066                     4.20302718282783E-5
0.5                      1067                     4.1976053746847704E-5
0.5                      1068                     4.192190606907261E-5
0.5                      1069                     4.186782879495304E-5
0.5                      1070                     4.181382192448904E-5
0.5                      1071                     4.175988545768046E-5
0.5                      1072                     4.170601939452742E-5
0.5                      1073                     4.165222373502989E-5
0.5                      1074                     4.1598498479187896E-5
0.5                      1075                     4.154484362700136E-5
0.5                      1076                     4.149125917847032E-5
0.5                      1077                     4.1437745133594844E-5
0.5                      1078                     4.138430149237482E-5
0.5                      1079                     4.13309282548103E-5
0.5                      1080                     4.127762542090129E-5
0.5                      1081                     4.1224392990647806E-5
0.5                      1082                     4.117123096404983E-5
0.5                      1083                     4.111813934110736E-5
0.5                      1084                     4.106511812182041E-5
0.5                      1085                     4.101216730618892E-5
0.5                      1086                     4.0959286894212975E-5
0.5                      1087                     4.090647688589252E-5
0.5                      1088                     4.085373728122754E-5
0.5                      1089                     4.0801068080218124E-5
0.5                      1090                     4.0748469282864145E-5
0.5                      1091                     4.069594088916573E-5
0.5                      1092                     4.064348289912278E-5
0.5                      1093                     4.059109531273544E-5
0.5                      1094                     4.053877813000352E-5
0.5                      1095                     4.048653135092706E-5
0.5                      1096                     4.043435497550613E-5
0.5                      1097                     4.038224900374071E-5
0.5                      1098                     4.033021343563084E-5
0.5                      1099                     4.0278248271176454E-5
0.5                      1100                     4.0226353510377584E-5
0.5                      1101                     4.017452915323424E-5
0.5                      1102                     4.012277519974633E-5
0.5                      1103                     4.007109164991395E-5
0.5                      1104                     4.0019478503737126E-5
0.5                      1105                     3.996793576121571E-5
0.5                      1106                     3.9916463422349894E-5
0.5                      1107                     3.9865061487139557E-5
0.5                      1108                     3.9813729955584753E-5
0.5                      1109                     3.976246882768543E-5
0.5                      1110                     3.971127810344155E-5
0.5                      1111                     3.9660157782853165E-5
0.5                      1112                     3.9609107865920385E-5
0.5                      1113                     3.955812835264313E-5
0.5                      1114                     3.9507219243021287E-5
0.5                      1115                     3.945638053705499E-5
0.5                      1116                     3.940561223474428E-5
0.5                      1117                     3.935491433608886E-5
0.5                      1118                     3.930428684108914E-5
0.5                      1119                     3.9253729749744856E-5
0.5                      1120                     3.9203243062056055E-5
0.5                      1121                     3.915282677802277E-5
0.5                      1122                     3.910248089764501E-5
0.5                      1123                     3.905220542092278E-5
0.5                      1124                     3.900200034785612E-5
0.5                      1125                     3.89518656784448E-5
0.5                      1126                     3.8901801412689024E-5
0.5                      1127                     3.8851807550588796E-5
0.5                      1128                     3.8801884092144054E-5
0.5                      1129                     3.875203103735487E-5
0.5                      1130                     3.8702248386221127E-5
0.5                      1131                     3.865253613874291E-5
0.5                      1132                     3.860289429492024E-5
0.5                      1133                     3.8553322854753025E-5
0.5                      1134                     3.850382181824136E-5
0.5                      1135                     3.845439118538515E-5
0.5                      1136                     3.840503095618441E-5
0.5                      1137                     3.8355741130639296E-5
0.5                      1138                     3.8306521708749656E-5
0.5                      1139                     3.825737269051549E-5
0.5                      1140                     3.8208294075936804E-5
0.5                      1141                     3.815928586501368E-5
0.5                      1142                     3.811034805774593E-5
0.5                      1143                     3.8061480654133804E-5
0.5                      1144                     3.80126836541772E-5
0.5                      1145                     3.796395705787606E-5
0.5                      1146                     3.791530086523041E-5
0.5                      1147                     3.7866715076240306E-5
0.5                      1148                     3.781819969090569E-5
0.5                      1149                     3.776975470922657E-5
0.5                      1150                     3.772138013120292E-5
0.5                      1151                     3.7673075956834826E-5
0.5                      1152                     3.762484218612225E-5
0.5                      1153                     3.757635023783569E-5
0.5                      1154                     3.752792072117087E-5
0.5                      1155                     3.7479554160208164E-5
0.5                      1156                     3.7431250554947485E-5
0.5                      1157                     3.7383009905388803E-5
0.5                      1158                     3.733483221153229E-5
0.5                      1159                     3.728671747337783E-5
0.5                      1160                     3.723866569092545E-5
0.5                      1161                     3.719067686417504E-5
0.5                      1162                     3.7142750993126835E-5
0.5                      1163                     3.7094888077780586E-5
0.5                      1164                     3.70470881181365E-5
0.5                      1165                     3.699935111419445E-5
0.5                      1166                     3.695167706595443E-5
0.5                      1167                     3.690406597341645E-5
0.5                      1168                     3.685651783658063E-5
0.5                      1169                     3.680903265544685E-5
0.5                      1170                     3.6761610430015105E-5
0.5                      1171                     3.671425116028543E-5
0.5                      1172                     3.666695484625787E-5
0.5                      1173                     3.661972148793235E-5
0.5                      1174                     3.6572551085308844E-5
0.5                      1175                     3.652544363838746E-5
0.5                      1176                     3.647839914716811E-5
0.5                      1177                     3.643141761165091E-5
0.5                      1178                     3.63844990318357E-5
0.5                      1179                     3.633764340772261E-5
0.5                      1180                     3.629085073931158E-5
0.5                      1181                     3.6244121026602565E-5
0.5                      1182                     3.619745426959569E-5
0.5                      1183                     3.6150850468290794E-5
0.5                      1184                     3.6104309622688076E-5
0.5                      1185                     3.6057831732787336E-5
0.5                      1186                     3.6011416798588717E-5
0.5                      1187                     3.596506482009217E-5
0.5                      1188                     3.591877579729763E-5
0.5                      1189                     3.587254973020518E-5
0.5                      1190                     3.582638661881484E-5
0.5                      1191                     3.5780286463126555E-5
0.5                      1192                     3.57342492631403E-5
0.5                      1193                     3.568827501885619E-5
0.5                      1194                     3.5642363730274045E-5
0.5                      1195                     3.559651539739402E-5
0.5                      1196                     3.5550730020216095E-5
0.5                      1197                     3.550500759874016E-5
0.5                      1198                     3.54593481329664E-5
0.5                      1199                     3.5413751622894615E-5
0.5                      1200                     3.536821806852493E-5
0.5                      1201                     3.532274746985728E-5
0.5                      1202                     3.527733982689177E-5
0.5                      1203                     3.523199513962829E-5
0.5                      1204                     3.5186713408066886E-5
0.5                      1205                     3.514149463220753E-5
0.5                      1206                     3.5096338812050285E-5
0.5                      1207                     3.505124594759509E-5
0.5                      1208                     3.5006216038841964E-5
0.5                      1209                     3.4961249085790845E-5
0.5                      1210                     3.491634508844185E-5
0.5                      1211                     3.4871504046794915E-5
0.5                      1212                     3.4826725960850064E-5
0.5                      1213                     3.478201083060724E-5
0.5                      1214                     3.4737358656066485E-5
0.5                      1215                     3.469276943722785E-5
0.5                      1216                     3.464824317409123E-5
0.5                      1217                     3.460377986665677E-5
0.5                      1218                     3.455937951492431E-5
0.5                      1219                     3.451504211889392E-5
0.5                      1220                     3.4470767678565526E-5
0.5                      1221                     3.4426556193939286E-5
0.5                      1222                     3.4382407665015085E-5
0.5                      1223                     3.433832209179301E-5
0.5                      1224                     3.429429947427295E-5
0.5                      1225                     3.425033981245496E-5
0.5                      1226                     3.420644310633907E-5
0.5                      1227                     3.416260935592518E-5
0.5                      1228                     3.411883856121347E-5
0.5                      1229                     3.4075130722203686E-5
0.5                      1230                     3.40314858388961E-5
0.5                      1231                     3.3987903911290495E-5
0.5                      1232                     3.394438493938696E-5
0.5                      1233                     3.390092892318555E-5
0.5                      1234                     3.3857535862686185E-5
0.5                      1235                     3.381420575788887E-5
0.5                      1236                     3.377093860879367E-5
0.5                      1237                     3.37277344154005E-5
0.5                      1238                     3.368459317770942E-5
0.5                      1239                     3.3641514895720345E-5
0.5                      1240                     3.359831978092052E-5
0.5                      1241                     3.3555072313693905E-5
0.5                      1242                     3.3511881216577016E-5
0.5                      1243                     3.346874648956993E-5
0.5                      1244                     3.342566813267265E-5
0.5                      1245                     3.338264614588514E-5
0.5                      1246                     3.333968052920741E-5
0.5                      1247                     3.329677128263951E-5
0.5                      1248                     3.3253918406181334E-5
0.5                      1249                     3.321112189983299E-5
0.5                      1250                     3.3168381763594436E-5
0.5                      1251                     3.312569799746559E-5
0.5                      1252                     3.308307060144661E-5
0.5                      1253                     3.3040499575537394E-5
0.5                      1254                     3.2997984919737927E-5
0.5                      1255                     3.2955526634048265E-5
0.5                      1256                     3.291312471846843E-5
0.5                      1257                     3.287077917299834E-5
0.5                      1258                     3.282848999763802E-5
0.5                      1259                     3.278625719238757E-5
0.5                      1260                     3.274408075724682E-5
0.5                      1261                     3.270196069221588E-5
0.5                      1262                     3.265989699729473E-5
0.5                      1263                     3.261788967248332E-5
0.5                      1264                     3.2575938717781755E-5
0.5                      1265                     3.253404413319001E-5
0.5                      1266                     3.249220591870799E-5
0.5                      1267                     3.245042407433572E-5
0.5                      1268                     3.240869860007327E-5
0.5                      1269                     3.236702949592063E-5
0.5                      1270                     3.232541676187778E-5
0.5                      1271                     3.228386039794468E-5
0.5                      1272                     3.2242360404121397E-5
0.5                      1273                     3.22009167804079E-5
0.5                      1274                     3.2159529526804175E-5
0.5                      1275                     3.211819864331023E-5
0.5                      1276                     3.207692412992606E-5
0.5                      1277                     3.203570598665175E-5
0.5                      1278                     3.199454421348712E-5
0.5                      1279                     3.195343881043232E-5
0.5                      1280                     3.191238977748732E-5
0.5                      1281                     3.1871397114652075E-5
0.5                      1282                     3.18304608219266E-5
0.5                      1283                     3.1789580899310984E-5
0.5                      1284                     3.174875734680512E-5
0.5                      1285                     3.1707990164409035E-5
0.5                      1286                     3.166727935212274E-5
0.5                      1287                     3.162662490994621E-5
0.5                      1288                     3.1586026837879465E-5
0.5                      1289                     3.1545485135922554E-5
0.5                      1290                     3.150499980407539E-5
0.5                      1291                     3.146457084233804E-5
0.5                      1292                     3.142419825071042E-5
0.5                      1293                     3.138388202919262E-5
0.5                      1294                     3.13436221777846E-5
0.5                      1295                     3.130341869648638E-5
0.5                      1296                     3.1263271585297954E-5
0.5                      1297                     3.122318084421928E-5
0.5                      1298                     3.1183146473250374E-5
0.5                      1299                     3.114316847239133E-5
0.5                      1300                     3.110324684164205E-5
0.5                      1301                     3.106338158100252E-5
0.5                      1302                     3.1023572690472794E-5
0.5                      1303                     3.098382017005282E-5
0.5                      1304                     3.094412401974268E-5
0.5                      1305                     3.090448423954229E-5
0.5                      1306                     3.08649008294517E-5
0.5                      1307                     3.082537378947091E-5
0.5                      1308                     3.0785903119599894E-5
0.5                      1309                     3.074648881983866E-5
0.5                      1310                     3.0707130890187234E-5
0.5                      1311                     3.0667829330645556E-5
0.5                      1312                     3.0628584141213684E-5
0.5                      1313                     3.058939532189157E-5
0.5                      1314                     3.055026287267928E-5
0.5                      1315                     3.0511186793576744E-5
0.5                      1316                     3.0472167084583994E-5
0.5                      1317                     3.043320374570109E-5
0.5                      1318                     3.0394296776927886E-5
0.5                      1319                     3.0355446178264562E-5
0.5                      1320                     3.0316651949710955E-5
0.5                      1321                     3.0277914091267158E-5
0.5                      1322                     3.0239232602933083E-5
0.5                      1323                     3.0200607484708877E-5
0.5                      1324                     3.016203873659445E-5
0.5                      1325                     3.0123526358589746E-5
0.5                      1326                     3.0085070350694905E-5
0.5                      1327                     3.004659765184949E-5
0.5                      1328                     3.000794889842037E-5
0.5                      1329                     2.996934963967124E-5
0.5                      1330                     2.9930799875602066E-5
0.5                      1331                     2.9892299606212897E-5
0.5                      1332                     2.9853848831503693E-5
0.5                      1333                     2.981544755147445E-5
0.5                      1334                     2.9777095766125203E-5
0.5                      1335                     2.9738793475455932E-5
0.5                      1336                     2.9700540679466632E-5
0.5                      1337                     2.9662337378157273E-5
0.5                      1338                     2.962418357152794E-5
0.5                      1339                     2.9586079259578594E-5
0.5                      1340                     2.9548024442309212E-5
0.5                      1341                     2.9510019119719805E-5
0.5                      1342                     2.947206329181035E-5
0.5                      1343                     2.9434156958580898E-5
0.5                      1344                     2.9396300120031438E-5
0.5                      1345                     2.93584927761619E-5
0.5                      1346                     2.932073492697237E-5
0.5                      1347                     2.9283026572462872E-5
0.5                      1348                     2.92453677126333E-5
0.5                      1349                     2.92077583474837E-5
0.5                      1350                     2.917019847701405E-5
0.5                      1351                     2.913268810122443E-5
0.5                      1352                     2.9095227220114765E-5
0.5                      1353                     2.905781583368513E-5
0.5                      1354                     2.902045394193541E-5
0.5                      1355                     2.8983141544865645E-5
0.5                      1356                     2.8945878642475927E-5
0.5                      1357                     2.8908665234766173E-5
0.5                      1358                     2.8871501321736323E-5
0.5                      1359                     2.883438690338654E-5
0.5                      1360                     2.879732197971669E-5
0.5                      1361                     2.876030655072688E-5
0.5                      1362                     2.8723340616416934E-5
0.5                      1363                     2.8686424176787058E-5
0.5                      1364                     2.864955723183708E-5
0.5                      1365                     2.861273978156713E-5
0.5                      1366                     2.857597182597716E-5
0.5                      1367                     2.853925336506717E-5
0.5                      1368                     2.8502584398837132E-5
0.5                      1369                     2.8465964927287096E-5
0.5                      1370                     2.842939495041702E-5
0.5                      1371                     2.8392874468226944E-5
0.5                      1372                     2.8356403480716832E-5
0.5                      1373                     2.8319981987886694E-5
0.5                      1374                     2.8283609989736555E-5
0.5                      1375                     2.824728748626632E-5
0.5                      1376                     2.821101447747617E-5
0.5                      1377                     2.8174790963365898E-5
0.5                      1378                     2.813861694393566E-5
0.5                      1379                     2.810249241918538E-5
0.5                      1380                     2.80664173891151E-5
0.5                      1381                     2.8030391853724796E-5
0.5                      1382                     2.7994415813014453E-5
0.5                      1383                     2.7958489266984067E-5
0.5                      1384                     2.7922612215633682E-5
0.5                      1385                     2.7886784658963323E-5
0.5                      1386                     2.785100659697284E-5
0.5                      1387                     2.7815278029662414E-5
