% Model:              NP_reactive_flow_Different_injection_TCE_in_Low_Permeable.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 15 2020, 02:04
% Table:              Table 61 - NP_retention_mass_lowPM (np_retention_mass_lowPM)
% Q_inject_design        t (s)                    np_retention_mass_lowPM (mol/m)
0.1                      784                      6.304192308338214E-4
0.1                      785                      6.310537714324512E-4
0.1                      786                      6.316881511485402E-4
0.1                      787                      6.32322369982087E-4
0.1                      788                      6.329564279330935E-4
0.1                      789                      6.33590325001557E-4
0.1                      790                      6.342240611874792E-4
0.1                      791                      6.348576364908598E-4
0.1                      792                      6.354910509116989E-4
0.1                      793                      6.361243044499956E-4
0.1                      794                      6.367573971057521E-4
0.1                      795                      6.373903288789661E-4
0.1                      796                      6.380230997696381E-4
0.1                      797                      6.386557097777705E-4
0.1                      798                      6.39288158903359E-4
0.1                      799                      6.399204471464068E-4
0.1                      800                      6.405525745069139E-4
0.1                      801                      6.411845409848776E-4
0.1                      802                      6.418163465803015E-4
0.1                      803                      6.424479912931823E-4
0.1                      804                      6.430794751235228E-4
0.1                      805                      6.437107980713206E-4
0.1                      806                      6.443419601365767E-4
0.1                      807                      6.449729613192915E-4
0.1                      808                      6.456038016194653E-4
0.1                      809                      6.46234481037098E-4
0.1                      810                      6.468649995721876E-4
0.1                      811                      6.474953572247362E-4
0.1                      812                      6.481255539947432E-4
0.1                      813                      6.487541878288948E-4
0.1                      814                      6.493825432610063E-4
0.1                      815                      6.500106745535945E-4
0.1                      816                      6.506385817066591E-4
0.1                      817                      6.512662647201995E-4
0.1                      818                      6.518937235942176E-4
0.1                      819                      6.525209583287121E-4
0.1                      820                      6.53147968923682E-4
0.1                      821                      6.537747553791295E-4
0.1                      822                      6.544013176950529E-4
0.1                      823                      6.55027655871454E-4
0.1                      824                      6.556537699083312E-4
0.1                      825                      6.562796598056842E-4
0.1                      826                      6.569053255635152E-4
0.1                      827                      6.575307671818209E-4
0.1                      828                      6.581559846606041E-4
0.1                      829                      6.587809779998621E-4
0.1                      830                      6.594057471995993E-4
0.1                      831                      6.600302922598135E-4
0.1                      832                      6.606546131805015E-4
0.1                      833                      6.612787099616671E-4
0.1                      834                      6.619025826033107E-4
0.1                      835                      6.625262311054285E-4
0.1                      836                      6.631496554680233E-4
0.1                      837                      6.637728556910965E-4
0.1                      838                      6.643958317746448E-4
0.1                      839                      6.65018583718668E-4
0.1                      840                      6.656411115231715E-4
0.1                      841                      6.662634151881485E-4
0.1                      842                      6.668854947136031E-4
0.1                      843                      6.675073500995339E-4
0.1                      844                      6.681289813459426E-4
0.1                      845                      6.687503884528267E-4
0.1                      846                      6.69371571420187E-4
0.1                      847                      6.699925302480249E-4
0.1                      848                      6.706132649363377E-4
0.1                      849                      6.712337754851286E-4
0.1                      850                      6.718540618943959E-4
0.1                      851                      6.724741241641393E-4
0.1                      852                      6.730939622943585E-4
0.1                      853                      6.737135762850568E-4
0.1                      854                      6.743329661362287E-4
0.1                      855                      6.749521318478776E-4
0.1                      856                      6.755710734200042E-4
0.1                      857                      6.761897908526071E-4
0.1                      858                      6.768084312535164E-4
0.1                      859                      6.774268822476417E-4
0.1                      860                      6.780451167101047E-4
0.1                      861                      6.786631346409023E-4
0.1                      862                      6.79280936040036E-4
0.1                      863                      6.798985209075046E-4
0.1                      864                      6.805158892433078E-4
0.1                      865                      6.811330410474473E-4
0.1                      866                      6.817499763199231E-4
0.1                      867                      6.823666950607343E-4
0.1                      868                      6.82983197269879E-4
0.1                      869                      6.835994829473612E-4
0.1                      870                      6.84215552093178E-4
0.1                      871                      6.848314047073313E-4
0.1                      872                      6.854470407898187E-4
0.1                      873                      6.860624603406431E-4
0.1                      874                      6.866776633598022E-4
0.1                      875                      6.872926498472975E-4
0.1                      876                      6.879074198031284E-4
0.1                      877                      6.885219732272936E-4
0.1                      878                      6.891363101197954E-4
0.1                      879                      6.897504304806318E-4
0.1                      880                      6.903643343098043E-4
0.1                      881                      6.909780216073122E-4
0.1                      882                      6.91591492373155E-4
0.1                      883                      6.922047466073335E-4
0.1                      884                      6.928177843098489E-4
0.1                      885                      6.93430605480698E-4
0.1                      886                      6.940432101198837E-4
0.1                      887                      6.946555982274033E-4
0.1                      888                      6.952677698032609E-4
0.1                      889                      6.958797248474518E-4
0.1                      890                      6.964914633599802E-4
0.1                      891                      6.971029853408427E-4
0.1                      892                      6.97714290790042E-4
0.1                      893                      6.983253797075756E-4
0.1                      894                      6.989362520934451E-4
0.1                      895                      6.995469079476504E-4
0.1                      896                      7.001573472701899E-4
0.1                      897                      7.007675700610661E-4
0.1                      898                      7.013775763202788E-4
0.1                      899                      7.019873660478244E-4
0.1                      900                      7.02596939243708E-4
0.1                      901                      7.032062959079247E-4
0.1                      902                      7.038154360404782E-4
0.1                      903                      7.044316335785629E-4
0.1                      904                      7.050508100170934E-4
0.1                      905                      7.056702101623845E-4
0.1                      906                      7.062898340144394E-4
0.1                      907                      7.069096815732562E-4
0.1                      908                      7.075297528388367E-4
0.1                      909                      7.081500478111791E-4
0.1                      910                      7.087705664902848E-4
0.1                      911                      7.093913088761518E-4
0.1                      912                      7.10012274968784E-4
0.1                      913                      7.106334647681751E-4
0.1                      914                      7.112548782743319E-4
0.1                      915                      7.11876515487251E-4
0.1                      916                      7.124983764069306E-4
0.1                      917                      7.131204610333747E-4
0.1                      918                      7.137427693665826E-4
0.1                      919                      7.143653014065503E-4
0.1                      920                      7.149880571532814E-4
0.1                      921                      7.156110366067756E-4
0.1                      922                      7.162342397670325E-4
0.1                      923                      7.168576666340521E-4
0.1                      924                      7.174813172078338E-4
0.1                      925                      7.181051914883785E-4
0.1                      926                      7.187292894756856E-4
0.1                      927                      7.193536111697555E-4
0.1                      928                      7.199781565705871E-4
0.1                      929                      7.206029256781826E-4
0.1                      930                      7.212279184925401E-4
0.1                      931                      7.218531350136598E-4
0.1                      932                      7.224785752415424E-4
0.1                      933                      7.231042391761891E-4
0.1                      934                      7.237301268175961E-4
0.1                      935                      7.243562381657677E-4
0.1                      936                      7.249825732207009E-4
0.1                      937                      7.256091319823952E-4
0.1                      938                      7.262359144508549E-4
0.1                      939                      7.268629206260752E-4
0.1                      940                      7.274901505080603E-4
0.1                      941                      7.281176040968052E-4
0.1                      942                      7.287452813923149E-4
0.1                      943                      7.293731823945855E-4
0.1                      944                      7.300013071036216E-4
0.1                      945                      7.30629655519417E-4
0.1                      946                      7.312582276419768E-4
0.1                      947                      7.318870234712984E-4
0.1                      948                      7.325160430073843E-4
0.1                      949                      7.331452862502302E-4
0.1                      950                      7.337747531998404E-4
0.1                      951                      7.344044438562131E-4
0.1                      952                      7.350343582193478E-4
0.1                      953                      7.356644962892462E-4
0.1                      954                      7.36294858065906E-4
0.1                      955                      7.3692544354933E-4
0.1                      956                      7.375562527395139E-4
0.1                      957                      7.381872856364627E-4
0.1                      958                      7.388185422401743E-4
0.1                      959                      7.394500225506471E-4
0.1                      960                      7.400817265678824E-4
0.1                      961                      7.407136542918822E-4
0.1                      962                      7.413458057226417E-4
0.1                      963                      7.419781808601672E-4
0.1                      964                      7.426107797044543E-4
0.1                      965                      7.432436022555025E-4
0.1                      966                      7.438766485133142E-4
0.1                      967                      7.445099184778882E-4
0.1                      968                      7.45143412149225E-4
0.1                      969                      7.457771295273245E-4
0.1                      970                      7.464110706121875E-4
0.1                      971                      7.470452354038123E-4
0.1                      972                      7.476796239021994E-4
0.1                      973                      7.483142361073487E-4
0.1                      974                      7.489490720192617E-4
0.1                      975                      7.495841316379361E-4
0.1                      976                      7.502194149633763E-4
0.1                      977                      7.508549219955745E-4
0.1                      978                      7.514906527345377E-4
0.1                      979                      7.521266071802636E-4
0.1                      980                      7.527627853327523E-4
0.1                      981                      7.533991871920026E-4
0.1                      982                      7.540358127580167E-4
0.1                      983                      7.546726620307928E-4
0.1                      984                      7.553097350103316E-4
0.1                      985                      7.559470316966315E-4
0.1                      986                      7.565845520896968E-4
0.1                      987                      7.572222961895232E-4
0.1                      988                      7.578602639961126E-4
0.1                      989                      7.584984555094648E-4
0.1                      990                      7.591368707295788E-4
0.1                      991                      7.597755096564554E-4
0.1                      992                      7.604143722900962E-4
0.1                      993                      7.610426764377891E-4
0.1                      994                      7.616591469182946E-4
0.1                      995                      7.62275345673765E-4
0.1                      996                      7.628912727041975E-4
0.1                      997                      7.635069280095944E-4
0.1                      998                      7.641223115899549E-4
0.1                      999                      7.6473742344528E-4
0.1                      1000                     7.653522635755688E-4
0.1                      1001                     7.659668319808211E-4
0.1                      1002                     7.665811286610359E-4
0.1                      1003                     7.671951536162153E-4
0.1                      1004                     7.678089068463599E-4
0.1                      1005                     7.684223883514677E-4
0.1                      1006                     7.690355981315378E-4
0.1                      1007                     7.696485361865726E-4
0.1                      1008                     7.702612025165703E-4
0.1                      1009                     7.708735971215328E-4
0.1                      1010                     7.714857200014584E-4
0.1                      1011                     7.720975711563494E-4
0.1                      1012                     7.72709150586202E-4
0.1                      1013                     7.733204582910205E-4
0.1                      1014                     7.739314942708008E-4
0.1                      1015                     7.745422585255467E-4
0.1                      1016                     7.751527510552532E-4
0.1                      1017                     7.757629718599267E-4
0.1                      1018                     7.763729209395631E-4
0.1                      1019                     7.769825982941631E-4
0.1                      1020                     7.775920039237261E-4
0.1                      1021                     7.782011378282547E-4
0.1                      1022                     7.788100000077454E-4
0.1                      1023                     7.79418590462201E-4
0.1                      1024                     7.800269091916203E-4
0.1                      1025                     7.806349561960036E-4
0.1                      1026                     7.812427314753481E-4
0.1                      1027                     7.818502350296579E-4
0.1                      1028                     7.824574668589321E-4
0.1                      1029                     7.830644269631698E-4
0.1                      1030                     7.836711153423727E-4
0.1                      1031                     7.84277531996537E-4
0.1                      1032                     7.848836769256667E-4
0.1                      1033                     7.854895501297592E-4
0.1                      1034                     7.860951516088157E-4
0.1                      1035                     7.867004813628354E-4
0.1                      1036                     7.873055393918208E-4
0.1                      1037                     7.879103256957674E-4
0.1                      1038                     7.885148402746791E-4
0.1                      1039                     7.891190831285544E-4
0.1                      1040                     7.897230542573936E-4
0.1                      1041                     7.903267536611962E-4
0.1                      1042                     7.909301813399643E-4
0.1                      1043                     7.915333372936936E-4
0.1                      1044                     7.921362215223882E-4
0.1                      1045                     7.927388340260467E-4
0.1                      1046                     7.933411748046683E-4
0.1                      1047                     7.93943243858254E-4
0.1                      1048                     7.945450411868036E-4
0.1                      1049                     7.951465667903163E-4
0.1                      1050                     7.957478206687931E-4
0.1                      1051                     7.963488028222339E-4
0.1                      1052                     7.969495132506381E-4
0.1                      1053                     7.975499519540068E-4
0.1                      1054                     7.981501189323373E-4
0.1                      1055                     7.987500141856339E-4
0.1                      1056                     7.993496377138938E-4
0.1                      1057                     7.999489895171171E-4
0.1                      1058                     8.005480695953042E-4
0.1                      1059                     8.011468779484561E-4
0.1                      1060                     8.017454145765704E-4
0.1                      1061                     8.02343679479648E-4
0.1                      1062                     8.029416726576893E-4
0.1                      1063                     8.035393941106966E-4
0.1                      1064                     8.041368438386645E-4
0.1                      1065                     8.047340218416001E-4
0.1                      1066                     8.053275362891699E-4
0.1                      1067                     8.059189651172278E-4
0.1                      1068                     8.065099836708472E-4
0.1                      1069                     8.071005919500293E-4
0.1                      1070                     8.076907899547754E-4
0.1                      1071                     8.082805776850835E-4
0.1                      1072                     8.08869955140954E-4
0.1                      1073                     8.094589223223857E-4
0.1                      1074                     8.10047479229382E-4
0.1                      1075                     8.106356258619409E-4
0.1                      1076                     8.112233622200607E-4
0.1                      1077                     8.118106883037456E-4
0.1                      1078                     8.123976041129903E-4
0.1                      1079                     8.129841096477988E-4
0.1                      1080                     8.135702049081718E-4
0.1                      1081                     8.14155889894105E-4
0.1                      1082                     8.147411646056001E-4
0.1                      1083                     8.153260290426599E-4
0.1                      1084                     8.159104832052812E-4
0.1                      1085                     8.16494527093466E-4
0.1                      1086                     8.170781607072125E-4
0.1                      1087                     8.176613840465224E-4
0.1                      1088                     8.182441971113941E-4
0.1                      1089                     8.188265999018301E-4
0.1                      1090                     8.194085924178259E-4
0.1                      1091                     8.199901746593865E-4
0.1                      1092                     8.205713466265092E-4
0.1                      1093                     8.211521083191947E-4
0.1                      1094                     8.217324597374429E-4
0.1                      1095                     8.223124008812535E-4
0.1                      1096                     8.22891931750626E-4
0.1                      1097                     8.23471052345561E-4
0.1                      1098                     8.240497626660605E-4
0.1                      1099                     8.246280627121213E-4
0.1                      1100                     8.252059524837453E-4
0.1                      1101                     8.257834319809292E-4
0.1                      1102                     8.263605012036794E-4
0.1                      1103                     8.269371601519913E-4
0.1                      1104                     8.275134088258636E-4
0.1                      1105                     8.280892472253003E-4
0.1                      1106                     8.286646753503002E-4
0.1                      1107                     8.292396932008619E-4
0.1                      1108                     8.298143007769861E-4
0.1                      1109                     8.303884980786729E-4
0.1                      1110                     8.309622851059225E-4
0.1                      1111                     8.315356618587335E-4
0.1                      1112                     8.321086283371096E-4
0.1                      1113                     8.326811845410461E-4
0.1                      1114                     8.332533304705465E-4
0.1                      1115                     8.338250661256097E-4
0.1                      1116                     8.343963915062341E-4
0.1                      1117                     8.349673066124226E-4
0.1                      1118                     8.355378114441736E-4
0.1                      1119                     8.361079060014863E-4
0.1                      1120                     8.366775902843616E-4
0.1                      1121                     8.372468642927993E-4
0.1                      1122                     8.378157280268003E-4
0.1                      1123                     8.383841814863645E-4
0.1                      1124                     8.389522246714912E-4
0.1                      1125                     8.39519857582179E-4
0.1                      1126                     8.400870802184322E-4
0.1                      1127                     8.406538925802453E-4
0.1                      1128                     8.412202946676207E-4
0.1                      1129                     8.417862864805596E-4
0.1                      1130                     8.423518680190619E-4
0.1                      1131                     8.42917622112911E-4
0.1                      1132                     8.434868002023575E-4
0.1                      1133                     8.440557002647512E-4
0.1                      1134                     8.446243223000967E-4
0.1                      1135                     8.451926663083899E-4
0.1                      1136                     8.457607322896332E-4
0.1                      1137                     8.463285202438255E-4
0.1                      1138                     8.468960301709681E-4
0.1                      1139                     8.474632620710612E-4
0.1                      1140                     8.480302159441007E-4
0.1                      1141                     8.485968917900918E-4
0.1                      1142                     8.491632896090323E-4
0.1                      1143                     8.497294094009229E-4
0.1                      1144                     8.502952511657625E-4
0.1                      1145                     8.508608149035517E-4
0.1                      1146                     8.51426100614288E-4
0.1                      1147                     8.519911082979766E-4
0.1                      1148                     8.525558379546145E-4
0.1                      1149                     8.531202895842014E-4
0.1                      1150                     8.536844631867374E-4
0.1                      1151                     8.54248358762223E-4
0.1                      1152                     8.548119763106584E-4
0.1                      1153                     8.553753158320445E-4
0.1                      1154                     8.559383773263775E-4
0.1                      1155                     8.565011607936606E-4
0.1                      1156                     8.570636662338937E-4
0.1                      1157                     8.576258936470771E-4
0.1                      1158                     8.581878430332094E-4
0.1                      1159                     8.587495143922901E-4
0.1                      1160                     8.593109077243212E-4
0.1                      1161                     8.598720230293016E-4
0.1                      1162                     8.604328603072323E-4
0.1                      1163                     8.609934195581116E-4
0.1                      1164                     8.615537007819409E-4
0.1                      1165                     8.621137039787188E-4
0.1                      1166                     8.626734291484472E-4
0.1                      1167                     8.63232876291124E-4
0.1                      1168                     8.637920454067525E-4
0.1                      1169                     8.643509364953275E-4
0.1                      1170                     8.649095495568547E-4
0.1                      1171                     8.654678845913304E-4
0.1                      1172                     8.660259415987539E-4
0.1                      1173                     8.665837205791275E-4
0.1                      1174                     8.671412215324525E-4
0.1                      1175                     8.676984444587259E-4
0.1                      1176                     8.682553893579485E-4
0.1                      1177                     8.688120562301208E-4
0.1                      1178                     8.693684450752432E-4
0.1                      1179                     8.699245558933141E-4
0.1                      1180                     8.704803886843359E-4
0.1                      1181                     8.710359434483041E-4
0.1                      1182                     8.715912201852248E-4
0.1                      1183                     8.721462188950942E-4
0.1                      1184                     8.727009395779128E-4
0.1                      1185                     8.732553822336819E-4
0.1                      1186                     8.738095468623999E-4
0.1                      1187                     8.743634334640664E-4
0.1                      1188                     8.749170420386833E-4
0.1                      1189                     8.754703725862496E-4
0.1                      1190                     8.760234251067643E-4
0.1                      1191                     8.765761996002297E-4
0.1                      1192                     8.771286960666446E-4
0.1                      1193                     8.776809145060081E-4
0.1                      1194                     8.782328549183222E-4
0.1                      1195                     8.78784517303586E-4
0.1                      1196                     8.793359016617981E-4
0.1                      1197                     8.798886553295513E-4
0.1                      1198                     8.80442285797239E-4
0.1                      1199                     8.809957209752416E-4
0.1                      1200                     8.815489608635596E-4
0.1                      1201                     8.821020054621939E-4
0.1                      1202                     8.826548547711433E-4
0.1                      1203                     8.8320750879041E-4
0.1                      1204                     8.837599675199895E-4
0.1                      1205                     8.843122309598881E-4
0.1                      1206                     8.848642991101015E-4
0.1                      1207                     8.854161719706291E-4
0.1                      1208                     8.859678495414747E-4
0.1                      1209                     8.865193318226355E-4
0.1                      1210                     8.870706188141118E-4
0.1                      1211                     8.876217105159021E-4
0.1                      1212                     8.881726069280107E-4
0.1                      1213                     8.887233080504327E-4
0.1                      1214                     8.892738138831723E-4
0.1                      1215                     8.898241244262267E-4
0.1                      1216                     8.903742396795966E-4
0.1                      1217                     8.909241596432823E-4
0.1                      1218                     8.914738843172844E-4
0.1                      1219                     8.920234137016022E-4
0.1                      1220                     8.925727477962355E-4
0.1                      1221                     8.931218866011848E-4
0.1                      1222                     8.936708301164484E-4
0.1                      1223                     8.942195783420292E-4
0.1                      1224                     8.947681312779268E-4
0.1                      1225                     8.953164889241379E-4
0.1                      1226                     8.958646512806665E-4
0.1                      1227                     8.964126183475096E-4
0.1                      1228                     8.969603901246682E-4
0.1                      1229                     8.975079666121427E-4
0.1                      1230                     8.980553478099334E-4
0.1                      1231                     8.986025337180405E-4
0.1                      1232                     8.991495243364621E-4
0.1                      1233                     8.996963196651999E-4
0.1                      1234                     9.002429197042543E-4
0.1                      1235                     9.007893244536243E-4
0.1                      1236                     9.013355339133089E-4
0.1                      1237                     9.018815480833096E-4
0.1                      1238                     9.024273669636263E-4
0.1                      1239                     9.029729905542577E-4
0.1                      1240                     9.035184188552054E-4
0.1                      1241                     9.040636518664701E-4
0.1                      1242                     9.046086895880495E-4
0.1                      1243                     9.051535320199441E-4
0.1                      1244                     9.056981791621562E-4
0.1                      1245                     9.062426310146824E-4
0.1                      1246                     9.06786887577524E-4
0.1                      1247                     9.073309488506827E-4
0.1                      1248                     9.07874814834157E-4
0.1                      1249                     9.084184855279476E-4
0.1                      1250                     9.08961960932051E-4
0.1                      1251                     9.095052410464722E-4
0.1                      1252                     9.100483258712099E-4
0.1                      1253                     9.10591215406263E-4
0.1                      1254                     9.111339096516307E-4
0.1                      1255                     9.116764086073148E-4
0.1                      1256                     9.12218712273313E-4
0.1                      1257                     9.127608206496291E-4
0.1                      1258                     9.133027337362606E-4
0.1                      1259                     9.138444515332079E-4
0.1                      1260                     9.143859740404707E-4
0.1                      1261                     9.149273012580482E-4
0.1                      1262                     9.15468534617623E-4
0.1                      1263                     9.160109435774645E-4
0.1                      1264                     9.165532014136455E-4
0.1                      1265                     9.170953081261669E-4
0.1                      1266                     9.17637263715027E-4
0.1                      1267                     9.181790681802299E-4
0.1                      1268                     9.187207215217702E-4
0.1                      1269                     9.192622237396524E-4
0.1                      1270                     9.198035748338746E-4
0.1                      1271                     9.203447748044367E-4
0.1                      1272                     9.208858236513383E-4
0.1                      1273                     9.214267213745803E-4
0.1                      1274                     9.219674679741615E-4
0.1                      1275                     9.22508063450084E-4
0.1                      1276                     9.23048507802346E-4
0.1                      1277                     9.235888010309496E-4
0.1                      1278                     9.241289431358901E-4
0.1                      1279                     9.246689341171738E-4
0.1                      1280                     9.252087739747968E-4
0.1                      1281                     9.257484627087577E-4
0.1                      1282                     9.2628800031906E-4
0.1                      1283                     9.268273868057046E-4
0.1                      1284                     9.273666221686859E-4
0.1                      1285                     9.279057064080098E-4
0.1                      1286                     9.284446395236717E-4
0.1                      1287                     9.289834215156756E-4
0.1                      1288                     9.295220523840189E-4
0.1                      1289                     9.300605321287017E-4
0.1                      1290                     9.305988607497253E-4
0.1                      1291                     9.311370382470885E-4
0.1                      1292                     9.316750646207922E-4
0.1                      1293                     9.322129398708362E-4
0.1                      1294                     9.327506639972186E-4
0.1                      1295                     9.332882369999438E-4
0.1                      1296                     9.338256588790067E-4
0.1                      1297                     9.343629296344113E-4
0.1                      1298                     9.349000492661545E-4
0.1                      1299                     9.354370177742392E-4
0.1                      1300                     9.359738351586625E-4
0.1                      1301                     9.365105014194267E-4
0.1                      1302                     9.370470165565297E-4
0.1                      1303                     9.375833805699745E-4
0.1                      1304                     9.381195934597601E-4
0.1                      1305                     9.386556552258838E-4
0.1                      1306                     9.391915658683476E-4
0.1                      1307                     9.397273253871517E-4
0.1                      1308                     9.402629337822977E-4
0.1                      1309                     9.407983910537834E-4
0.1                      1310                     9.413336972016065E-4
0.1                      1311                     9.418688522257718E-4
0.1                      1312                     9.424038561262762E-4
0.1                      1313                     9.429387089031211E-4
0.1                      1314                     9.434734105563065E-4
0.1                      1315                     9.44007961085832E-4
0.1                      1316                     9.445423604916973E-4
0.1                      1317                     9.450766087739031E-4
0.1                      1318                     9.456107059324472E-4
0.1                      1319                     9.461446519673328E-4
0.1                      1320                     9.466784468785596E-4
0.1                      1321                     9.472120906661257E-4
0.1                      1322                     9.4774558333003E-4
0.1                      1323                     9.482789248702764E-4
0.1                      1324                     9.488121152868624E-4
0.1                      1325                     9.493451545797886E-4
0.1                      1326                     9.498780427490544E-4
0.1                      1327                     9.504107797946601E-4
0.1                      1328                     9.50945694347258E-4
0.1                      1329                     9.514825589444736E-4
0.1                      1330                     9.520194034618027E-4
0.1                      1331                     9.525562278992496E-4
0.1                      1332                     9.53093032256807E-4
0.1                      1333                     9.536298165344814E-4
0.1                      1334                     9.54166580732271E-4
0.1                      1335                     9.547033248501751E-4
0.1                      1336                     9.552400488881944E-4
0.1                      1337                     9.557767528463281E-4
0.1                      1338                     9.563134367245756E-4
0.1                      1339                     9.56850100522941E-4
0.1                      1340                     9.573867442414182E-4
0.1                      1341                     9.579233678800129E-4
0.1                      1342                     9.584599714387201E-4
0.1                      1343                     9.589965549175419E-4
0.1                      1344                     9.595331183164789E-4
0.1                      1345                     9.600696616355314E-4
0.1                      1346                     9.606061848746999E-4
0.1                      1347                     9.611426880339818E-4
0.1                      1348                     9.616791711133787E-4
0.1                      1349                     9.622156341128887E-4
0.1                      1350                     9.627520770325176E-4
0.1                      1351                     9.632884998722584E-4
0.1                      1352                     9.638249026321139E-4
0.1                      1353                     9.643612853120862E-4
0.1                      1354                     9.648976479121719E-4
0.1                      1355                     9.654339904323714E-4
0.1                      1356                     9.65970312872689E-4
0.1                      1357                     9.665066152331174E-4
0.1                      1358                     9.670428975136628E-4
0.1                      1359                     9.675791597143228E-4
0.1                      1360                     9.681154018350973E-4
0.1                      1361                     9.686516238759884E-4
0.1                      1362                     9.691878258369923E-4
0.1                      1363                     9.697240077181128E-4
0.1                      1364                     9.702601695193454E-4
0.1                      1365                     9.707963112406942E-4
0.1                      1366                     9.713324328821586E-4
0.1                      1367                     9.71868534443737E-4
0.1                      1368                     9.724046159254299E-4
0.1                      1369                     9.729406773272392E-4
0.1                      1370                     9.734767186491617E-4
0.1                      1371                     9.740127398911987E-4
0.1                      1372                     9.745487410533517E-4
0.1                      1373                     9.750847221356199E-4
0.1                      1374                     9.756206831380021E-4
0.1                      1375                     9.761566240604992E-4
0.1                      1376                     9.766925449031117E-4
0.1                      1377                     9.772284456658388E-4
0.1                      1378                     9.777643263486787E-4
0.1                      1379                     9.78300186951636E-4
0.1                      1380                     9.788360274747077E-4
0.1                      1381                     9.79371847917894E-4
0.1                      1382                     9.79907648281194E-4
0.1                      1383                     9.804434285646112E-4
0.1                      1384                     9.809791887681403E-4
0.1                      1385                     9.815149288917855E-4
0.1                      1386                     9.82050648935548E-4
0.1                      1387                     9.825863488994223E-4
0.1                      1388                     9.83122028783412E-4
0.1                      1389                     9.836576885875175E-4
0.1                      1390                     9.841933283117367E-4
0.1                      1391                     9.847289479560707E-4
0.1                      1392                     9.852645475205192E-4
0.1                      1393                     9.858001270050844E-4
0.1                      1394                     9.863356864097635E-4
0.1                      1395                     9.868712257345578E-4
0.1                      1396                     9.874067449794645E-4
0.1                      1397                     9.87942244144489E-4
0.1                      1398                     9.884777232296276E-4
0.1                      1399                     9.890131822348795E-4
0.1                      1400                     9.895486211602476E-4
0.1                      1401                     9.900840400057305E-4
0.1                      1402                     9.906194387713262E-4
0.1                      1403                     9.911548174570408E-4
0.1                      1404                     9.916901760628673E-4
0.1                      1405                     9.922255145888095E-4
0.1                      1406                     9.927608330348658E-4
0.1                      1407                     9.932961314010377E-4
0.1                      1408                     9.938314096873235E-4
0.1                      1409                     9.94366667893725E-4
0.1                      1410                     9.949019060202402E-4
0.1                      1411                     9.954371240668719E-4
0.1                      1412                     9.959723220336182E-4
0.1                      1413                     9.96507499920478E-4
0.1                      1414                     9.970426577274535E-4
0.1                      1415                     9.975777954545437E-4
0.1                      1416                     9.981129131017487E-4
0.1                      1417                     9.986480106690693E-4
0.1                      1418                     9.991806393334119E-4
